shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
shape_VP08_1,21.2352732,105.5748142,137
shape_VP08_1,21.23412327,105.5743477,138
shape_VP08_1,21.23152164,105.5735348,139
shape_VP08_1,21.22752509,105.5719011,140
shape_VP08_1,21.22634804,105.5719029,141
shape_VP08_1,21.22604539,105.5719307,142
shape_VP08_1,21.224405,105.5701463,143
shape_VP08_1,21.22324818,105.5666226,144
shape_VP08_1,21.22113935,105.5612394,145
shape_VP08_1,21.21694504,105.5507537,146
shape_VP08_1,21.21498619,105.5459875,147
shape_VP08_1,21.21356488,105.5424296,148
shape_VP08_1,21.20477915,105.5287274,149
shape_VP08_1,21.20194139,105.5251992,150
shape_VP08_1,21.20214185,105.5248345,151
shape_VP08_1,21.20409753,105.5224219,152
shape_VP08_1,21.20461837,105.5221878,153
shape_VP08_1,21.20817251,105.5204953,154
shape_VP08_1,21.20896446,105.5198578,155
shape_VP08_1,21.21432757,105.5146845,156
